OutcomeType,SexuponOutcome,AgeuponOutcome,Name,IntakeType,IntakeCondition,AnimalType,AgeuponIntake,Color,Aggressive,Mixed,NumberOfAdmits,Time_Outcomes,Time_Intakes,DayOfWeek_Outcomes,DayOfWeek_Intakes,LengthOfStay,Intactness,Gender
0,0,730,0,0,0,0,730,0,0,0,1,09,07,1,3,109440.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,10,11,1,3,77760.0,0,0
3,3,2555,3,3,3,3,2190,3,3,3,1,10,04,1,4,15840.0,3,3
1,1,60.834,1,1,1,1,28,1,1,1,1,10,02,1,3,77760.0,1,1
5,5,365,5,5,5,5,365,5,5,5,3,11,09,1,2,10080.0,5,5
7,7,1460,7,7,7,7,1460,7,7,7,1,11,04,1,0,11520.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,11,09,1,3,28800.0,7,7
7,7,243.336,7,7,7,7,212.919,7,7,7,2,11,12,1,1,10080.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,11,12,1,5,14400.0,7,7
7,7,2555,7,7,7,7,2555,7,7,7,1,11,11,1,2,20160.0,7,7
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,2,12,03,1,3,47520.0,0,0
5,5,60.834,5,5,5,5,30.417,5,5,5,1,12,04,1,5,4320.0,5,5
7,7,91.251,7,7,7,7,91.251,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,91.251,7,7,7,7,60.834,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,11,1,4,7200.0,7,7
7,7,1460,7,7,7,7,1460,7,7,7,1,12,01,1,4,5760.0,7,7
3,3,365,3,3,3,3,365,3,3,3,1,12,09,1,2,231840.0,3,3
0,0,365,0,0,0,0,365,0,0,0,2,12,12,1,1,11520.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,12,12,1,0,154080.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,01,11,2,0,74880.0,0,0
0,0,152.085,0,0,0,0,152.085,0,0,0,1,01,01,2,5,17280.0,0,0
5,5,365,5,5,5,5,365,5,5,5,3,02,11,2,6,185760.0,5,5
0,0,243.336,0,0,0,0,243.336,0,0,0,2,02,06,2,0,2880.0,0,0
7,7,60.834,7,7,7,7,60.834,7,7,7,1,02,12,2,3,10080.0,7,7
7,7,60.834,7,7,7,7,60.834,7,7,7,1,02,12,2,3,10080.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,02,12,2,4,8640.0,0,0
7,7,60.834,7,7,7,7,60.834,7,7,7,1,02,12,2,3,10080.0,7,7
5,5,3285,5,5,5,5,3285,5,5,5,1,02,11,2,6,5760.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,02,10,2,5,17280.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,03,11,2,6,5760.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,11,2,6,5760.0,7,7
7,7,121.668,7,7,7,7,121.668,7,7,7,1,03,12,2,6,5760.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,11,2,6,5760.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,03,2,6,4320.0,7,7
7,7,121.668,7,7,7,7,121.668,7,7,7,1,03,12,2,6,5760.0,7,7
5,5,2555,5,5,5,5,2555,5,5,5,1,03,02,2,0,14400.0,5,5
5,5,121.668,5,5,5,5,121.668,5,5,5,1,04,11,2,1,12960.0,5,5
0,0,152.085,0,0,0,0,152.085,0,0,0,1,04,11,2,5,7200.0,0,0
7,7,1825,7,7,7,7,1825,7,7,7,1,04,02,2,4,18720.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,05,10,2,2,1440.0,7,7
5,5,2920,5,5,5,5,2920,5,5,5,1,06,12,2,6,15840.0,5,5
0,0,1095,0,0,0,0,1095,0,0,0,1,06,05,2,0,4320.0,0,0
0,0,60.834,0,0,0,0,28,0,0,0,1,06,05,2,4,77760.0,0,0
0,0,60.834,0,0,0,0,28,0,0,0,1,06,05,2,4,77760.0,0,0
0,0,60.834,0,0,0,0,14,0,0,0,1,06,12,2,6,86400.0,0,0
0,0,60.834,0,0,0,0,14,0,0,0,1,06,12,2,6,86400.0,0,0
7,7,14,7,7,7,7,14,7,7,7,1,06,12,2,2,1440.0,7,7
7,7,14,7,7,7,7,14,7,7,7,1,06,12,2,2,1440.0,7,7
7,7,14,7,7,7,7,14,7,7,7,1,06,12,2,2,1440.0,7,7
7,7,14,7,7,7,7,14,7,7,7,1,06,12,2,2,1440.0,7,7
5,5,2920,5,5,5,5,2920,5,5,5,1,06,04,2,1,12960.0,5,5
5,5,2920,5,5,5,5,2920,5,5,5,1,06,04,2,1,12960.0,5,5
0,0,91.251,0,0,0,0,60.834,0,0,0,1,07,05,2,3,10080.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,07,11,2,3,90720.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,07,12,2,1,61920.0,0,0
7,7,60.834,7,7,7,7,30.417,7,7,7,1,12,02,2,0,23040.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,12,02,2,0,23040.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,12,02,2,0,23040.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,12,05,2,1,1440.0,5,5
7,7,2920,7,7,7,7,2920,7,7,7,1,12,11,2,1,2880.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,11,2,1,2880.0,7,7
5,5,2555,5,5,5,5,2555,5,5,5,1,01,08,5,5,1440.0,5,5
5,5,1460,5,5,5,5,1460,5,5,5,1,01,02,5,1,5760.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,01,01,5,5,11520.0,0,0
7,7,21,7,7,7,7,21,7,7,7,1,02,11,5,5,1440.0,7,7
7,7,21,7,7,7,7,21,7,7,7,1,02,11,5,5,1440.0,7,7
7,7,21,7,7,7,7,21,7,7,7,1,02,11,5,5,1440.0,7,7
7,7,21,7,7,7,7,21,7,7,7,1,02,11,5,5,1440.0,7,7
7,7,21,7,7,7,7,21,7,7,7,1,02,11,5,5,1440.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,02,01,5,0,119520.0,7,7
0,0,121.668,0,0,0,0,28,0,0,0,1,02,12,5,0,169920.0,0,0
0,0,121.668,0,0,0,0,28,0,0,0,1,02,12,5,0,169920.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,02,10,5,0,69120.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,02,05,5,0,108000.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,03,02,5,3,84960.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,03,03,5,1,47520.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,3,04,01,5,4,12960.0,5,5
5,5,1460,5,5,5,5,1460,5,5,5,1,04,01,5,4,12960.0,5,5
5,5,1460,5,5,5,5,1460,5,5,5,1,04,01,5,4,12960.0,5,5
0,0,30.417,0,0,0,0,30.417,0,0,0,1,04,06,5,3,23040.0,0,0
0,0,60.834,0,0,0,0,35,0,0,0,1,04,02,5,0,48960.0,0,0
0,0,1460,0,0,0,0,1460,0,0,0,1,05,12,5,3,4320.0,0,0
7,7,28,7,7,7,7,28,7,7,7,1,05,01,5,4,2880.0,7,7
7,7,28,7,7,7,7,28,7,7,7,1,05,01,5,4,2880.0,7,7
0,0,1095,0,0,0,0,1095,0,0,0,1,05,01,5,6,100800.0,0,0
0,0,1460,0,0,0,0,1460,0,0,0,1,05,04,5,1,17280.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,01,5,5,11520.0,0,0
0,0,30.417,0,0,0,0,30.417,0,0,0,1,05,02,5,6,10080.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,10,5,3,24480.0,0,0
5,5,30.417,5,5,5,5,273.75300000000004,5,5,5,1,05,01,5,1,7200.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,05,01,5,1,47520.0,0,0
0,0,30.417,0,0,0,0,30.417,0,0,0,1,06,03,5,1,7200.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,03,5,5,21600.0,0,0
5,5,365,5,5,5,5,365,5,5,5,2,07,01,5,5,1440.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,07,11,5,3,4320.0,0,0
7,7,5,7,7,7,7,3,7,7,7,1,11,01,5,3,2880.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,11,01,5,2,4320.0,7,7
0,0,30.417,0,0,0,0,30.417,0,0,0,1,12,11,5,4,23040.0,0,0
0,0,730,0,0,0,0,730,0,0,0,2,12,04,5,3,53280.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,12,03,5,6,48960.0,0,0
0,0,2555,0,0,0,0,2555,0,0,0,1,12,01,5,3,144000.0,0,0
0,0,365,0,0,0,0,365,0,0,0,2,12,11,5,6,221760.0,0,0
0,0,365,0,0,0,0,365,0,0,0,2,12,11,5,6,221760.0,0,0
0,0,121.668,0,0,0,0,121.668,0,0,0,1,01,03,6,5,11520.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,02,12,6,5,2880.0,5,5
0,0,243.336,0,0,0,0,212.919,0,0,0,1,02,01,6,0,20160.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,2,02,09,6,6,10080.0,0,0
7,7,30.417,7,7,7,7,28,7,7,7,1,02,02,6,1,17280.0,7,7
7,7,30.417,7,7,7,7,28,7,7,7,1,02,02,6,1,17280.0,7,7
7,7,30.417,7,7,7,7,28,7,7,7,1,02,02,6,1,17280.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,02,11,6,5,2880.0,5,5
7,7,60.834,7,7,7,7,30.417,7,7,7,1,02,12,6,3,15840.0,7,7
7,7,30.417,7,7,7,7,28,7,7,7,1,02,02,6,1,17280.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,02,06,6,6,20160.0,7,7
0,0,212.919,0,0,0,0,0,0,0,0,5,03,01,6,4,336960.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,03,11,6,6,1440.0,5,5
7,7,1095,7,7,7,7,1095,7,7,7,1,03,06,6,1,7200.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,03,11,6,0,50400.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,1,04,01,6,5,2880.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,04,04,6,1,8640.0,5,5
0,0,152.085,0,0,0,0,152.085,0,0,0,1,04,11,6,6,1440.0,0,0
3,3,365,3,3,3,3,365,3,3,3,1,05,04,6,6,1440.0,3,3
0,0,30.417,0,0,0,0,21,0,0,0,1,05,11,6,1,48960.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,03,6,6,11520.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,03,6,6,11520.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,1,06,11,6,5,2880.0,5,5
0,0,365,0,0,0,0,365,0,0,0,2,06,03,6,2,67680.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,06,05,6,6,1440.0,5,5
5,5,1460,5,5,5,5,1460,5,5,5,1,06,05,6,6,1440.0,5,5
0,0,152.085,0,0,0,0,121.668,0,0,0,1,06,12,6,2,7200.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,06,01,6,5,12960.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,06,05,6,0,40320.0,0,0
0,0,30.417,0,0,0,0,1,0,0,0,1,06,09,6,1,77760.0,0,0
0,0,30.417,0,0,0,0,1,0,0,0,1,06,09,6,1,77760.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,1,06,06,6,1,17280.0,5,5
0,0,212.919,0,0,0,0,182.502,0,0,0,1,06,04,6,4,34560.0,0,0
0,0,2920,0,0,0,0,2920,0,0,0,1,06,12,6,5,12960.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,12,6,2,17280.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,03,6,6,41760.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,03,6,5,12960.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,07,01,6,2,218880.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,09,03,6,5,1440.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,09,11,6,5,1440.0,7,7
7,7,121.668,7,7,7,7,121.668,7,7,7,1,09,11,6,5,1440.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,09,11,6,5,1440.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,09,11,6,5,1440.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,09,11,6,5,1440.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,09,03,6,5,1440.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,09,03,6,5,1440.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,09,03,6,5,1440.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,09,03,6,5,1440.0,7,7
0,0,121.668,0,0,0,0,121.668,0,0,0,1,11,01,6,3,24480.0,0,0
0,0,60.834,0,0,0,0,7,0,0,0,1,12,01,6,6,100800.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,12,09,6,1,139680.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,01,01,1,2,655200.0,0,0
0,0,91.251,0,0,0,0,21,0,0,0,1,01,01,1,6,115200.0,0,0
0,0,2920,0,0,0,0,2920,0,0,0,1,02,08,1,6,74880.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,02,03,1,1,30240.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,02,11,1,4,7200.0,5,5
5,5,1825,5,5,5,5,1825,5,5,5,2,02,03,1,5,14400.0,5,5
0,0,91.251,0,0,0,0,21,0,0,0,1,03,11,1,3,109440.0,0,0
0,0,91.251,0,0,0,0,21,0,0,0,1,03,11,1,3,109440.0,0,0
0,0,91.251,0,0,0,0,21,0,0,0,1,03,11,1,3,109440.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,03,01,1,5,5760.0,5,5
5,5,243.336,5,5,5,5,212.919,5,5,5,1,03,03,1,2,10080.0,5,5
0,0,91.251,0,0,0,0,30.417,0,0,0,1,04,12,1,6,105120.0,0,0
7,7,1095,7,7,7,7,1095,7,7,7,2,04,09,1,5,5760.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,08,1,4,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,10,1,3,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,05,1,2,8640.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,03,1,4,7200.0,0,0
0,0,243.336,0,0,0,0,212.919,0,0,0,1,05,01,1,4,7200.0,0,0
5,5,273.75300000000004,5,5,5,5,273.75300000000004,5,5,5,1,05,11,1,5,15840.0,5,5
0,0,60.834,0,0,0,0,6,0,0,0,1,05,04,1,0,93600.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,10,1,4,7200.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,1,05,01,1,0,2880.0,5,5
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,01,1,6,4320.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,03,1,2,10080.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,01,1,4,168480.0,0,0
0,0,212.919,0,0,0,0,212.919,0,0,0,1,06,01,1,4,7200.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,11,1,4,7200.0,0,0
0,0,2190,0,0,0,0,2190,0,0,0,3,07,09,1,3,92160.0,0,0
0,0,2190,0,0,0,0,2190,0,0,0,3,07,09,1,3,92160.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,07,12,1,5,15840.0,0,0
7,7,30.417,7,7,7,7,28,7,7,7,1,07,06,1,4,27360.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,07,04,1,1,1440.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,08,01,1,5,276480.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,08,11,1,6,73440.0,0,0
7,7,243.336,7,7,7,7,212.919,7,7,7,1,09,11,1,0,1440.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,02,1,5,54720.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,09,05,1,0,1440.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,02,1,5,54720.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,02,1,5,54720.0,0,0
1,1,30.417,1,1,1,1,35,1,1,1,1,09,06,1,3,7200.0,1,1
0,0,60.834,0,0,0,0,28,0,0,0,1,09,07,1,0,63360.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,09,11,1,5,54720.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,10,09,1,2,10080.0,0,0
7,7,2555,7,7,7,7,2555,7,7,7,1,12,12,1,4,5760.0,7,7
0,0,243.336,0,0,0,0,91.251,0,0,0,1,12,01,1,6,204480.0,0,0
7,7,3,7,7,7,7,3,7,7,7,1,12,09,1,1,1440.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,12,04,1,1,30240.0,7,7
5,5,1460,5,5,5,5,1460,5,5,5,2,12,10,1,3,17280.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,01,01,2,1,1440.0,5,5
7,7,1460,7,7,7,7,1460,7,7,7,2,01,06,2,3,18720.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,01,12,2,6,15840.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,02,04,2,2,30240.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,02,01,2,6,36000.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,02,04,2,5,126720.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,02,02,2,6,86400.0,0,0
7,7,7,7,7,7,7,7,7,7,7,1,03,12,2,2,1440.0,7,7
7,7,7,7,7,7,7,7,7,7,7,1,03,12,2,2,1440.0,7,7
5,5,1825,5,5,5,5,1825,5,5,5,2,03,06,2,0,2880.0,5,5
0,0,2190,0,0,0,0,2190,0,0,0,1,04,12,2,3,10080.0,0,0
0,0,60.834,0,0,0,0,0,0,0,0,1,04,02,2,6,106560.0,0,0
5,5,2555,5,5,5,5,2555,5,5,5,1,04,11,2,2,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,05,12,2,0,4320.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,11,2,5,7200.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,01,2,4,8640.0,0,0
5,5,2920,5,5,5,5,2920,5,5,5,2,05,03,2,2,1440.0,5,5
0,0,365,0,0,0,0,365,0,0,0,2,06,09,2,2,21600.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,10,2,5,27360.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,12,2,6,25920.0,0,0
0,0,60.834,0,0,0,0,0,0,0,0,1,06,03,2,5,118080.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,12,2,2,11520.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,12,2,2,11520.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,11,2,5,7200.0,0,0
0,0,60.834,0,0,0,0,0,0,0,0,1,06,02,2,6,105120.0,0,0
0,0,60.834,0,0,0,0,0,0,0,0,1,06,02,2,6,105120.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,11,12,2,1,2880.0,5,5
5,5,1095,5,5,5,5,1095,5,5,5,2,11,11,2,0,4320.0,5,5
7,7,60.834,7,7,7,7,60.834,7,7,7,1,11,02,2,4,7200.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,12,01,2,5,5760.0,7,7
0,0,60.834,0,0,0,0,30.417,0,0,0,1,12,01,2,3,59040.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,12,01,2,3,59040.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,12,01,2,3,59040.0,0,0
7,7,121.668,7,7,7,7,121.668,7,7,7,2,01,03,3,1,2880.0,7,7
0,0,30.417,0,0,0,0,30.417,0,0,0,1,01,10,3,2,23040.0,0,0
0,0,30.417,0,0,0,0,30.417,0,0,0,1,01,10,3,2,23040.0,0,0
0,0,60.834,0,0,0,0,21,0,0,0,1,01,04,3,2,82080.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,02,01,3,5,18720.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,02,11,3,4,20160.0,0,0
0,0,365,0,0,0,0,365,0,0,0,2,02,08,3,4,30240.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,02,11,3,3,1440.0,5,5
0,0,91.251,0,0,0,0,60.834,0,0,0,1,03,06,3,1,53280.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,03,12,3,0,5760.0,0,0
5,5,2555,5,5,5,5,2555,5,5,5,1,03,08,3,5,7200.0,5,5
5,5,121.668,5,5,5,5,121.668,5,5,5,2,04,11,3,1,14400.0,5,5
0,0,243.336,0,0,0,0,243.336,0,0,0,1,04,11,3,4,20160.0,0,0
7,7,1095,7,7,7,7,1095,7,7,7,1,04,12,3,2,2880.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,04,10,3,2,12960.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,04,10,3,2,12960.0,7,7
7,7,730,7,7,7,7,730,7,7,7,2,04,01,3,2,2880.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,04,10,3,2,12960.0,7,7
7,7,121.668,7,7,7,7,121.668,7,7,7,1,04,11,3,6,17280.0,7,7
0,0,91.251,0,0,0,0,30.417,0,0,0,1,04,11,3,4,50400.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,04,06,3,0,54720.0,0,0
5,5,152.085,5,5,5,5,121.668,5,5,5,1,04,02,3,0,5760.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,05,06,3,4,48960.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,04,3,5,8640.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,11,3,6,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,12,3,4,131040.0,0,0
7,7,30.417,7,7,7,7,30.417,7,7,7,1,06,04,3,5,8640.0,7,7
0,0,60.834,0,0,0,0,35,0,0,0,1,06,10,3,1,73440.0,0,0
0,0,60.834,0,0,0,0,35,0,0,0,1,06,10,3,1,73440.0,0,0
0,0,212.919,0,0,0,0,182.502,0,0,0,1,06,11,3,5,8640.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,1,06,11,3,4,20160.0,0,0
0,0,730,0,0,0,0,730,0,0,0,3,07,02,3,6,37440.0,0,0
0,0,91.251,0,0,0,0,2,0,0,0,1,08,03,3,6,136800.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,11,10,3,5,8640.0,7,7
5,5,30.417,5,5,5,5,273.75300000000004,5,5,5,1,11,06,3,0,14400.0,5,5
7,7,30.417,7,7,7,7,30.417,7,7,7,1,12,07,3,3,0.0,7,7
0,0,60.834,0,0,0,0,28,0,0,0,1,12,09,3,1,74880.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,12,06,3,2,1440.0,5,5
7,7,7,7,7,7,7,7,7,7,7,1,01,11,6,6,1440.0,7,7
7,7,7,7,7,7,7,7,7,7,7,1,01,11,6,6,1440.0,7,7
7,7,7,7,7,7,7,7,7,7,7,1,01,11,6,6,1440.0,7,7
7,7,21,7,7,7,7,21,7,7,7,1,01,08,6,6,1440.0,7,7
7,7,21,7,7,7,7,21,7,7,7,1,01,08,6,6,1440.0,7,7
0,0,30.417,0,0,0,0,30.417,0,0,0,1,01,01,6,3,5760.0,0,0
3,3,1460,3,3,3,3,1460,3,3,3,1,01,03,6,5,1440.0,3,3
0,0,1095,0,0,0,0,1095,0,0,0,2,01,03,6,5,303840.0,0,0
7,7,60.834,7,7,7,7,30.417,7,7,7,1,01,03,6,0,8640.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,02,03,6,6,191520.0,0,0
7,7,1095,7,7,7,7,1095,7,7,7,1,02,11,6,3,15840.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,02,04,6,2,5760.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,02,12,6,4,24480.0,7,7
0,0,1095,0,0,0,0,1095,0,0,0,1,02,12,6,4,135360.0,0,0
0,0,365,0,0,0,0,30.417,0,0,0,1,02,03,6,1,148320.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,03,12,6,2,7200.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,2,03,06,6,2,15840.0,5,5
0,0,1095,0,0,0,0,1095,0,0,0,1,04,02,6,3,15840.0,0,0
7,7,3,7,7,7,7,3,7,7,7,1,04,03,6,6,1440.0,7,7
0,0,91.251,0,0,0,0,91.251,0,0,0,1,04,01,6,3,5760.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,01,6,2,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,10,6,2,97920.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,03,6,1,8640.0,0,0
5,5,1095,5,5,5,5,1095,5,5,5,1,05,11,6,5,2880.0,5,5
0,0,2555,0,0,0,0,2555,0,0,0,1,05,12,6,5,144000.0,0,0
0,0,730,0,0,0,0,730,0,0,0,3,05,05,6,3,135360.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,05,02,6,4,4320.0,5,5
0,0,1460,0,0,0,0,1460,0,0,0,1,05,07,6,5,21600.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,01,6,4,44640.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,05,11,6,3,267840.0,7,7
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,05,11,6,1,8640.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,06,05,6,0,262080.0,0,0
7,7,91.251,7,7,7,7,60.834,7,7,7,1,06,01,6,2,27360.0,7,7
0,0,1460,0,0,0,0,1460,0,0,0,1,06,12,6,2,27360.0,0,0
5,5,30.417,5,5,5,5,30.417,5,5,5,2,06,01,6,6,1440.0,5,5
7,7,91.251,7,7,7,7,60.834,7,7,7,1,09,02,6,5,1440.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,09,11,6,5,1440.0,7,7
7,7,91.251,7,7,7,7,60.834,7,7,7,1,09,02,6,5,1440.0,7,7
7,7,2190,7,7,7,7,2190,7,7,7,1,09,12,6,5,1440.0,7,7
3,3,1095,3,3,3,3,1095,3,3,3,1,10,09,6,1,17280.0,3,3
7,7,365,7,7,7,7,365,7,7,7,1,10,06,6,0,59040.0,7,7
5,5,1825,5,5,5,5,1825,5,5,5,1,11,04,6,5,11520.0,5,5
